0	0	0	0
1	4.912	0	0
2	7.368	0	0
3	12.28	0	0
4	14.736	0	0
5	19.648	0	0
6	22.104	0	0
7	27.016	0	0
8	29.472	0	0
9	34.384	0	0
10	36.84	0	0
11	41.752	0	0
12	44.208	0	0
13	49.12	0	0
14	51.576	0	0
15	56.488	0	0
16	58.944	0	0
17	63.856	0	0
18	66.312	0	0
19	1.228	2.12696	0
20	3.684	2.12696	0
21	8.596	2.12696	0
22	11.052	2.12696	0
23	15.964	2.12696	0
24	18.42	2.12696	0
25	23.332	2.12696	0
26	25.788	2.12696	0
27	30.7	2.12696	0
28	33.156	2.12696	0
29	38.068	2.12696	0
30	40.524	2.12696	0
31	45.436	2.12696	0
32	47.892	2.12696	0
33	52.804	2.12696	0
34	55.26	2.12696	0
35	60.172	2.12696	0
36	62.628	2.12696	0
37	0	4.25392	0
38	4.912	4.25392	0
39	7.368	4.25392	0
40	12.28	4.25392	0
41	14.736	4.25392	0
42	19.648	4.25392	0
43	22.104	4.25392	0
44	27.016	4.25392	0
45	29.472	4.25392	0
46	34.384	4.25392	0
47	36.84	4.25392	0
48	41.752	4.25392	0
49	44.208	4.25392	0
50	49.12	4.25392	0
51	51.576	4.25392	0
52	56.488	4.25392	0
53	58.944	4.25392	0
54	63.856	4.25392	0
55	66.312	4.25392	0
56	1.228	6.38088	0
57	3.684	6.38088	0
58	8.596	6.38088	0
59	11.052	6.38088	0
60	15.964	6.38088	0
61	18.42	6.38088	0
62	23.332	6.38088	0
63	25.788	6.38088	0
64	30.7	6.38088	0
65	33.156	6.38088	0
66	38.068	6.38088	0
67	40.524	6.38088	0
68	45.436	6.38088	0
69	47.892	6.38088	0
70	52.804	6.38088	0
71	55.26	6.38088	0
72	60.172	6.38088	0
73	62.628	6.38088	0
74	0	8.50783	0
75	4.912	8.50783	0
76	7.368	8.50783	0
77	12.28	8.50783	0
78	14.736	8.50783	0
79	19.648	8.50783	0
80	22.104	8.50783	0
81	27.016	8.50783	0
82	29.472	8.50783	0
83	34.384	8.50783	0
84	36.84	8.50783	0
85	41.752	8.50783	0
86	44.208	8.50783	0
87	49.12	8.50783	0
88	51.576	8.50783	0
89	56.488	8.50783	0
90	58.944	8.50783	0
91	63.856	8.50783	0
92	66.312	8.50783	0
92	3.684	0	0.335
93	6.14	0	0.335
94	11.052	0	0.335
95	13.508	0	0.335
96	18.42	0	0.335
97	20.876	0	0.335
98	25.788	0	0.335
99	28.244	0	0.335
100	33.156	0	0.335
101	35.612	0	0.335
102	40.524	0	0.335
103	42.98	0	0.335
104	47.892	0	0.335
105	50.348	0	0.335
106	55.26	0	0.335
107	57.716	0	0.335
108	62.628	0	0.335
109	65.084	0	0.335
110	0	2.12696	0.335
111	2.456	2.12696	0.335
112	7.368	2.12696	0.335
113	9.824	2.12696	0.335
