mardyn trunk 20160512
currentTime	   1.823669999999996e-02
 Length	20 20 20
 Temperature	0.979
 NumberOfComponents	1
2	0	0	0	0
0 0 -0.5	1 1 0
0 0 0.5	1 1 0
0.5 0.5 0
1e+10
 NumberOfMolecules	4000
 MoleculeFormat	ICRVQD
1	1	0.48451009431176034203 0.48389900294007021087 0.48454025740786821341	-0.78732418341090304459 -0.72412855120104657747 -0.71484015593611627271	0.9999985635920873861 -0.00043086976785802381202 0.0016392574554644468408 -4.3772842037753850779e-10	-0.10657461366618656284 0.40858029085544234071 -2.6833410499854223934e-06	
2	1	1.4798276753480246182 1.5117439142714585998 0.51190691848295044597	-0.84622820358545536301 0.50200572323282699472 0.56770999654019282943	0.99998305046801982954 -0.0023167266579770967073 0.0053414936362570393513 -1.3619176155347836524e-09	-0.5797916731987468042 1.3376153468927196588 -3.8713727738879532384e-06	
3	1	1.4812214524063060939 0.48126979148709431167 1.5043720092426622337	-0.86133950014434101927 -0.86905031247263853089 0.19377282783980609437	0.9999956732422232708 0.0021970367470043063694 -0.001956150905287404318 2.885566520679137411e-08	0.54373509665414876402 -0.48060460333120857968 1.5443931784370514817e-05	
4	1	0.52494779638296285018 1.4966253468503281088 1.5072068469659978263	1.0548403134400143877 -0.12276662810279638516 0.35263422656032639146	0.99999595936487650771 -0.0027098449615243916724 0.00085906589036316102249 3.3582408910128372175e-08	-0.67581963575181713821 0.20855015549122271623 3.0870257227817334944e-05	
5	1	2.5260113972306550423 0.49608977241442009376 0.50017766442479005828	1.140915808009621113 -0.19202342948272121959 0.0094074212274197696604	0.99999636790838852818 -0.00047827845316045642906 0.0026524365689760604804 -2.9590134454415019058e-09	-0.11975331569665376152 0.66350486600564595463 5.9600291302555802346e-07	
6	1	3.4762847595149071189 1.5099477497959377104 0.49948994324635886954	-0.95825598059467032019 0.42989586018049263938 -0.034551496754951740997	0.99999588151225304866 0.0027557602233106740994 -0.00080171323758534138778 9.1556869411191434662e-08	0.68715192472067632146 -0.18600329501255286058 7.6637197793758007566e-05	
7	1	3.5166797361560924173 0.48458379971619552906 1.4852797548057892207	0.75672044657129211576 -0.69592000096745743054 -0.74453934193830728638	0.9999744765798138646 -0.00059496916846497253754 -0.0071198455464911757432 -9.9873719645742685655e-08	-0.15218575792856034457 -1.7702270368750896434 -6.0619271363014371997e-05	
8	1	2.5214166429266668956 1.4869839450924504654 1.4957667510153638268	0.81061544463327817045 -0.56249692742893131481 -0.20251447918922840796	0.99999978727340221862 0.00063256758523372931969 0.00015909557116907109922 1.4524639471419211892e-09	0.16065129382975670835 0.041084807386448048139 8.6001632933616807242e-07	
9	1	0.48228331473872942947 2.5109542229993575546 0.51654138035702656939	-0.73737727718912149388 0.52099830320493845104 0.77365792581742243161	0.99999431575373531889 0.00086305575384773211816 -0.0032593856758908129959 -1.4517493434773070217e-08	0.21411742788067958387 -0.8152107154607450834 -1.1362153609451588831e-05	
10	1	1.5263810869508114276 3.5059324851496755926 0.50093630340982953086	1.2272000914265734917 0.32439652955090320097 0.066415954683970587769	0.99999375773319243432 -0.0035004130006954493025 0.0004812519829462005936 -5.4272180930405290836e-08	-0.86764965090761425603 0.12335713794499089668 -2.8485826118716043703e-05	
11	1	1.4803583340027997028 2.517442603928621736 1.5000029833810100133	-0.84444097777210447298 0.7666778989590744553 -0.034448999452602845073	0.99998800656798403352 0.0035706546051886760111 0.0033521852376548430009 1.1105447888892428171e-07	0.88843125857250948574 0.84724000106998986759 9.4032571637872559367e-05	
12	1	0.48695822468697841368 3.512552341841344461 1.5201153097174577855	-0.5610089078418553088 0.57598749033547291809 0.9816649236866061834	0.99999174348073005536 -0.0032092196167111727151 0.0024927654967289332444 -1.2813487012582730729e-08	-0.80113691142501475273 0.62453699007053331549 -1.446007026508662508e-05	
13	1	2.512542634683886611 2.5198339992981191315 0.48932768356672079468	0.47818021573220687026 0.79614512934166559166 -0.52661016508171631934	0.99999286515118368524 -0.002751446496703825479 -0.0025882791387396839912 -5.0950998901520667741e-08	-0.68969627246608267157 -0.64292774091314397467 -3.2290715661494344326e-05	
14	1	3.502302465712122892 3.5194369779833811762 0.51850987870188425255	0.19062914670707270526 0.87811622144465428796 0.86425106945685681303	0.99999330978231026901 0.0009777951738186773864 0.0035248130751778608029 5.9715509822794460047e-08	0.23676148591202192395 0.87302067297392582645 3.8191210228747530912e-05	
15	1	3.4787954095919197961 2.4886923664196656247 1.4889012680751227968	-0.94511119392837406039 -0.4682584157717298301 -0.51728373700253238443	0.99999732260746010404 0.0017087792960852874781 -0.0015604009832880373458 -1.7897084040183062305e-09	0.42608594068466082438 -0.38918092161122930239 -3.1875872270056898614e-07	
16	1	2.5270815994338655663 3.4981629524115671614 1.5003828199226050266	1.2806903215288343301 -0.017628809018342871118 0.0038756584606820620835	0.99999997385104433256 -1.3229446482687396642e-05 -0.00022830438611011247122 1.0278115482710259134e-09	0.00088540434181630259334 -0.05574564037122756166 1.8792514425873917122e-06	
17	1	0.50108675839868099811 0.5134996294842906206 2.5233190326943031323	0.027340897788666933266 0.57268292173933688094 1.1172251772696166761	0.99999286697478473318 0.0021302272381702076764 0.0031189952651555323537 -2.2034598677685894307e-08	0.53371122265542791929 0.7776948852011690283 -1.5952082323602079971e-05	
18	1	1.4760499015149997071 1.4910985548643822529 2.4959078538207761788	-0.95791138714588652814 -0.45035967620308897663 -0.21569482852770671677	0.9999939304527803996 0.0022219263431396884742 -0.0026836730281313025438 -6.1339733941689755532e-08	0.5489546777366283159 -0.67262656063069670154 -4.2624028743393425054e-05	
19	1	1.4846991969621927687 0.47810247680129197567 3.4983171024382855308	-0.70140451152315275163 -0.98487597545077665284 -0.081912499366404267764	0.99999236548731251784 -0.0036429135546643641452 0.0014135586024428741046 -1.1830969982114855208e-08	-0.9151326795397500824 0.35493533768473839451 1.1899557274609232027e-06	
20	1	0.50696511885868955627 1.4749406844335923861 3.4950152992762233417	0.26935137545458065489 -1.1234037368468601237 -0.20865782316852707345	0.99998966774988073958 0.0042816539507664931608 -0.0015270340270856052733 9.6950475127200810892e-08	1.0647832204186389315 -0.36996045600023075295 8.3836727097676448303e-05	
